,intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,id
183,Coleoptera.D - Coleoptera.C,0.251383648,-0.126484625,0.632733946,0.95,mode,hdi,Coleoptera.D,Coleoptera.C,n.s.
184,Coleoptera.E - Coleoptera.C,-0.360425727,-0.930278626,0.241892591,0.95,mode,hdi,Coleoptera.E,Coleoptera.C,n.s.
185,Diptera.A - Coleoptera.C,-0.013742027,-0.361317909,0.347707496,0.95,mode,hdi,Diptera.A,Coleoptera.C,n.s.
186,Diptera.B - Coleoptera.C,-0.009091893,-0.519308307,0.444708643,0.95,mode,hdi,Diptera.B,Coleoptera.C,n.s.
187,Diptera.C - Coleoptera.C,-0.025531991,-0.069276617,0.021500112,0.95,mode,hdi,Diptera.C,Coleoptera.C,n.s.
188,Diptera.D - Coleoptera.C,0.313182991,-0.071471161,0.661956355,0.95,mode,hdi,Diptera.D,Coleoptera.C,n.s.
189,Diptera.E - Coleoptera.C,-0.063261226,-0.438703324,0.415642997,0.95,mode,hdi,Diptera.E,Coleoptera.C,n.s.
190,Hymenoptera.A - Coleoptera.C,-0.074743745,-0.390429728,0.327092085,0.95,mode,hdi,Hymenoptera.A,Coleoptera.C,n.s.
191,Hymenoptera.B - Coleoptera.C,0.037057271,-0.436792061,0.540838245,0.95,mode,hdi,Hymenoptera.B,Coleoptera.C,n.s.
193,Hymenoptera.D - Coleoptera.C,0.110509722,-0.246017781,0.522532903,0.95,mode,hdi,Hymenoptera.D,Coleoptera.C,n.s.
194,Hymenoptera.E - Coleoptera.C,-0.270852804,-0.654819046,0.236742444,0.95,mode,hdi,Hymenoptera.E,Coleoptera.C,n.s.
195,Lepidoptera.A - Coleoptera.C,-0.196831226,-0.518433508,0.193101951,0.95,mode,hdi,Lepidoptera.A,Coleoptera.C,n.s.
196,Lepidoptera.B - Coleoptera.C,0.036687859,-0.397573108,0.580700305,0.95,mode,hdi,Lepidoptera.B,Coleoptera.C,n.s.
197,Lepidoptera.C - Coleoptera.C,-0.048159129,-0.103015985,0.007515162,0.95,mode,hdi,Lepidoptera.C,Coleoptera.C,n.s.
198,Lepidoptera.D - Coleoptera.C,0.137336785,-0.206723873,0.517606121,0.95,mode,hdi,Lepidoptera.D,Coleoptera.C,n.s.
199,Lepidoptera.E - Coleoptera.C,-0.127959186,-0.548465463,0.322460639,0.95,mode,hdi,Lepidoptera.E,Coleoptera.C,n.s.
200,Syrphidae.A - Coleoptera.C,-0.117854276,-0.457349858,0.250793872,0.95,mode,hdi,Syrphidae.A,Coleoptera.C,n.s.
201,Syrphidae.B - Coleoptera.C,0.150501538,-0.342700381,0.654286455,0.95,mode,hdi,Syrphidae.B,Coleoptera.C,n.s.
203,Syrphidae.D - Coleoptera.C,0.388603258,0.057344004,0.782421264,0.95,mode,hdi,Syrphidae.D,Coleoptera.C,sig***
204,Syrphidae.E - Coleoptera.C,0.328738501,-0.06302387,0.850879814,0.95,mode,hdi,Syrphidae.E,Coleoptera.C,n.s.
205,Coleoptera.E - Coleoptera.D,-0.63645165,-1.272830156,0.040546668,0.95,mode,hdi,Coleoptera.E,Coleoptera.D,n.s.
206,Diptera.A - Coleoptera.D,-0.314005368,-0.747818924,0.179011777,0.95,mode,hdi,Diptera.A,Coleoptera.D,n.s.
207,Diptera.B - Coleoptera.D,-0.324169004,-0.895382006,0.242117422,0.95,mode,hdi,Diptera.B,Coleoptera.D,n.s.
208,Diptera.C - Coleoptera.D,-0.28475343,-0.663630931,0.09656335,0.95,mode,hdi,Diptera.C,Coleoptera.D,n.s.
209,Diptera.D - Coleoptera.D,0.042679085,-0.097995919,0.181372293,0.95,mode,hdi,Diptera.D,Coleoptera.D,n.s.
210,Diptera.E - Coleoptera.D,-0.321831054,-0.819258373,0.251664466,0.95,mode,hdi,Diptera.E,Coleoptera.D,n.s.
211,Hymenoptera.A - Coleoptera.D,-0.319259537,-0.749301827,0.18156227,0.95,mode,hdi,Hymenoptera.A,Coleoptera.D,n.s.
212,Hymenoptera.B - Coleoptera.D,-0.207693669,-0.7956728,0.348933184,0.95,mode,hdi,Hymenoptera.B,Coleoptera.D,n.s.
213,Hymenoptera.C - Coleoptera.D,-0.322970469,-0.700753816,0.064333241,0.95,mode,hdi,Hymenoptera.C,Coleoptera.D,n.s.
214,Hymenoptera.D - Coleoptera.D,-0.129094559,-0.308025845,0.048674614,0.95,mode,hdi,Hymenoptera.D,Coleoptera.D,n.s.
215,Hymenoptera.E - Coleoptera.D,-0.516221406,-1.053363722,0.05643176,0.95,mode,hdi,Hymenoptera.E,Coleoptera.D,n.s.
216,Lepidoptera.A - Coleoptera.D,-0.440625618,-0.904782604,0.025508371,0.95,mode,hdi,Lepidoptera.A,Coleoptera.D,n.s.
217,Lepidoptera.B - Coleoptera.D,-0.205789444,-0.77983501,0.383474506,0.95,mode,hdi,Lepidoptera.B,Coleoptera.D,n.s.
218,Lepidoptera.C - Coleoptera.D,-0.319487123,-0.678405935,0.087932734,0.95,mode,hdi,Lepidoptera.C,Coleoptera.D,n.s.
219,Lepidoptera.D - Coleoptera.D,-0.11368585,-0.260536774,0.026446061,0.95,mode,hdi,Lepidoptera.D,Coleoptera.D,n.s.
220,Lepidoptera.E - Coleoptera.D,-0.376279869,-0.931618402,0.155286512,0.95,mode,hdi,Lepidoptera.E,Coleoptera.D,n.s.
221,Syrphidae.A - Coleoptera.D,-0.434695347,-0.839932103,0.095862983,0.95,mode,hdi,Syrphidae.A,Coleoptera.D,n.s.
222,Syrphidae.B - Coleoptera.D,-0.083735781,-0.67568484,0.491141963,0.95,mode,hdi,Syrphidae.B,Coleoptera.D,n.s.
223,Syrphidae.C - Coleoptera.D,-0.125117892,-0.532018671,0.23186523,0.95,mode,hdi,Syrphidae.C,Coleoptera.D,n.s.
225,Syrphidae.E - Coleoptera.D,0.112810055,-0.460786776,0.674788987,0.95,mode,hdi,Syrphidae.E,Coleoptera.D,n.s.
226,Diptera.A - Coleoptera.E,0.379012293,-0.256046902,0.988450249,0.95,mode,hdi,Diptera.A,Coleoptera.E,n.s.
227,Diptera.B - Coleoptera.E,0.315501927,-0.326223654,1.001608007,0.95,mode,hdi,Diptera.B,Coleoptera.E,n.s.
228,Diptera.C - Coleoptera.E,0.32083983,-0.269968665,0.904418961,0.95,mode,hdi,Diptera.C,Coleoptera.E,n.s.
229,Diptera.D - Coleoptera.E,0.66068472,-0.022398871,1.277373686,0.95,mode,hdi,Diptera.D,Coleoptera.E,n.s.
230,Diptera.E - Coleoptera.E,0.369330001,-0.085940667,0.744750298,0.95,mode,hdi,Diptera.E,Coleoptera.E,n.s.
231,Hymenoptera.A - Coleoptera.E,0.272626755,-0.319897688,0.934091191,0.95,mode,hdi,Hymenoptera.A,Coleoptera.E,n.s.
232,Hymenoptera.B - Coleoptera.E,0.444463365,-0.291809863,1.04457939,0.95,mode,hdi,Hymenoptera.B,Coleoptera.E,n.s.
233,Hymenoptera.C - Coleoptera.E,0.283590984,-0.34489824,0.828934771,0.95,mode,hdi,Hymenoptera.C,Coleoptera.E,n.s.
234,Hymenoptera.D - Coleoptera.E,0.506521061,-0.261633486,1.080257326,0.95,mode,hdi,Hymenoptera.D,Coleoptera.E,n.s.
235,Hymenoptera.E - Coleoptera.E,0.152213734,-0.317050873,0.547952567,0.95,mode,hdi,Hymenoptera.E,Coleoptera.E,n.s.
236,Lepidoptera.A - Coleoptera.E,0.217339522,-0.46131435,0.791419123,0.95,mode,hdi,Lepidoptera.A,Coleoptera.E,n.s.
237,Lepidoptera.B - Coleoptera.E,0.477883371,-0.232811394,1.11895181,0.95,mode,hdi,Lepidoptera.B,Coleoptera.E,n.s.
238,Lepidoptera.C - Coleoptera.E,0.325606322,-0.283512942,0.889921741,0.95,mode,hdi,Lepidoptera.C,Coleoptera.E,n.s.
239,Lepidoptera.D - Coleoptera.E,0.501984557,-0.18982174,1.126545047,0.95,mode,hdi,Lepidoptera.D,Coleoptera.E,n.s.
240,Lepidoptera.E - Coleoptera.E,0.231931147,-0.197830249,0.657508376,0.95,mode,hdi,Lepidoptera.E,Coleoptera.E,n.s.
241,Syrphidae.A - Coleoptera.E,0.259457445,-0.374992919,0.874557075,0.95,mode,hdi,Syrphidae.A,Coleoptera.E,n.s.
242,Syrphidae.B - Coleoptera.E,0.52791979,-0.184615537,1.158818602,0.95,mode,hdi,Syrphidae.B,Coleoptera.E,n.s.
243,Syrphidae.C - Coleoptera.E,0.462507856,-0.10847919,1.072494536,0.95,mode,hdi,Syrphidae.C,Coleoptera.E,n.s.
244,Syrphidae.D - Coleoptera.E,0.789258248,0.063822635,1.367530399,0.95,mode,hdi,Syrphidae.D,Coleoptera.E,sig***
246,Diptera.B - Diptera.A,-0.001777741,-0.619920884,0.477539826,0.95,mode,hdi,Diptera.B,Diptera.A,n.s.
247,Diptera.C - Diptera.A,-0.014757356,-0.361454009,0.343238029,0.95,mode,hdi,Diptera.C,Diptera.A,n.s.
248,Diptera.D - Diptera.A,0.299962605,-0.128989759,0.773311728,0.95,mode,hdi,Diptera.D,Diptera.A,n.s.
249,Diptera.E - Diptera.A,-0.021931855,-0.494599844,0.487379377,0.95,mode,hdi,Diptera.E,Diptera.A,n.s.
250,Hymenoptera.A - Diptera.A,-0.031272147,-0.117603258,0.054060998,0.95,mode,hdi,Hymenoptera.A,Diptera.A,n.s.
251,Hymenoptera.B - Diptera.A,0.064046796,-0.53273615,0.580433351,0.95,mode,hdi,Hymenoptera.B,Diptera.A,n.s.
252,Hymenoptera.C - Diptera.A,-0.06476416,-0.399249863,0.312491289,0.95,mode,hdi,Hymenoptera.C,Diptera.A,n.s.
253,Hymenoptera.D - Diptera.A,0.138021317,-0.291970593,0.642826299,0.95,mode,hdi,Hymenoptera.D,Diptera.A,n.s.
254,Hymenoptera.E - Diptera.A,-0.229437802,-0.71468682,0.306820678,0.95,mode,hdi,Hymenoptera.E,Diptera.A,n.s.
256,Lepidoptera.B - Diptera.A,0.090213083,-0.495750894,0.611915249,0.95,mode,hdi,Lepidoptera.B,Diptera.A,n.s.
257,Lepidoptera.C - Diptera.A,-0.055501002,-0.39766419,0.314957424,0.95,mode,hdi,Lepidoptera.C,Diptera.A,n.s.
258,Lepidoptera.D - Diptera.A,0.203197035,-0.277204528,0.627640175,0.95,mode,hdi,Lepidoptera.D,Diptera.A,n.s.
259,Lepidoptera.E - Diptera.A,-0.13484448,-0.645622664,0.352594711,0.95,mode,hdi,Lepidoptera.E,Diptera.A,n.s.
261,Syrphidae.B - Diptera.A,0.173657471,-0.353676393,0.765098999,0.95,mode,hdi,Syrphidae.B,Diptera.A,n.s.
262,Syrphidae.C - Diptera.A,0.105468594,-0.213353295,0.494342301,0.95,mode,hdi,Syrphidae.C,Diptera.A,n.s.
263,Syrphidae.D - Diptera.A,0.457544964,-0.010901579,0.889492307,0.95,mode,hdi,Syrphidae.D,Diptera.A,n.s.
264,Syrphidae.E - Diptera.A,0.375252688,-0.142168379,0.921162451,0.95,mode,hdi,Syrphidae.E,Diptera.A,n.s.
265,Diptera.C - Diptera.B,-0.011752191,-0.443607841,0.515109208,0.95,mode,hdi,Diptera.C,Diptera.B,n.s.
266,Diptera.D - Diptera.B,0.316990783,-0.196621994,0.913078078,0.95,mode,hdi,Diptera.D,Diptera.B,n.s.
267,Diptera.E - Diptera.B,-0.003549193,-0.497667242,0.601224731,0.95,mode,hdi,Diptera.E,Diptera.B,n.s.
268,Hymenoptera.A - Diptera.B,-0.011012393,-0.53470062,0.569468161,0.95,mode,hdi,Hymenoptera.A,Diptera.B,n.s.
269,Hymenoptera.B - Diptera.B,0.084006664,-0.02488709,0.180518258,0.95,mode,hdi,Hymenoptera.B,Diptera.B,n.s.
270,Hymenoptera.C - Diptera.B,0.020561447,-0.503410417,0.463015302,0.95,mode,hdi,Hymenoptera.C,Diptera.B,n.s.
271,Hymenoptera.D - Diptera.B,0.17469559,-0.387163885,0.745312793,0.95,mode,hdi,Hymenoptera.D,Diptera.B,n.s.
272,Hymenoptera.E - Diptera.B,-0.195270198,-0.736023129,0.405315196,0.95,mode,hdi,Hymenoptera.E,Diptera.B,n.s.
273,Lepidoptera.A - Diptera.B,-0.109594569,-0.673344747,0.427330868,0.95,mode,hdi,Lepidoptera.A,Diptera.B,n.s.
274,Lepidoptera.B - Diptera.B,0.124962936,-0.005138499,0.253678549,0.95,mode,hdi,Lepidoptera.B,Diptera.B,n.s.
275,Lepidoptera.C - Diptera.B,-0.036435426,-0.482141356,0.47581361,0.95,mode,hdi,Lepidoptera.C,Diptera.B,n.s.
276,Lepidoptera.D - Diptera.B,0.160420548,-0.333686095,0.786362908,0.95,mode,hdi,Lepidoptera.D,Diptera.B,n.s.
277,Lepidoptera.E - Diptera.B,-0.090419487,-0.670432561,0.445313102,0.95,mode,hdi,Lepidoptera.E,Diptera.B,n.s.
278,Syrphidae.A - Diptera.B,-0.081883276,-0.588616402,0.511827368,0.95,mode,hdi,Syrphidae.A,Diptera.B,n.s.
280,Syrphidae.C - Diptera.B,0.165520989,-0.316026194,0.645020012,0.95,mode,hdi,Syrphidae.C,Diptera.B,n.s.
281,Syrphidae.D - Diptera.B,0.44705833,-0.069974534,1.038800302,0.95,mode,hdi,Syrphidae.D,Diptera.B,n.s.
282,Syrphidae.E - Diptera.B,0.449663299,-0.140168266,1.005145195,0.95,mode,hdi,Syrphidae.E,Diptera.B,n.s.
283,Diptera.D - Diptera.C,0.347052877,-0.044663341,0.683888373,0.95,mode,hdi,Diptera.D,Diptera.C,n.s.
284,Diptera.E - Diptera.C,-0.042607679,-0.403297827,0.446603591,0.95,mode,hdi,Diptera.E,Diptera.C,n.s.
285,Hymenoptera.A - Diptera.C,-0.029317349,-0.398229162,0.323742013,0.95,mode,hdi,Hymenoptera.A,Diptera.C,n.s.
286,Hymenoptera.B - Diptera.C,0.06346469,-0.421700021,0.555481535,0.95,mode,hdi,Hymenoptera.B,Diptera.C,n.s.
287,Hymenoptera.C - Diptera.C,-0.046009733,-0.091098508,0.006425733,0.95,mode,hdi,Hymenoptera.C,Diptera.C,n.s.
288,Hymenoptera.D - Diptera.C,0.105497759,-0.200203772,0.568979628,0.95,mode,hdi,Hymenoptera.D,Diptera.C,n.s.
289,Hymenoptera.E - Diptera.C,-0.240318098,-0.63984975,0.24463379,0.95,mode,hdi,Hymenoptera.E,Diptera.C,n.s.
290,Lepidoptera.A - Diptera.C,-0.175206231,-0.500189304,0.216820479,0.95,mode,hdi,Lepidoptera.A,Diptera.C,n.s.
291,Lepidoptera.B - Diptera.C,0.069388056,-0.373703928,0.602631417,0.95,mode,hdi,Lepidoptera.B,Diptera.C,n.s.
292,Lepidoptera.C - Diptera.C,-0.013326236,-0.068809916,0.031080945,0.95,mode,hdi,Lepidoptera.C,Diptera.C,n.s.
293,Lepidoptera.D - Diptera.C,0.145951677,-0.17764278,0.548656145,0.95,mode,hdi,Lepidoptera.D,Diptera.C,n.s.
294,Lepidoptera.E - Diptera.C,-0.112287275,-0.514820628,0.34571005,0.95,mode,hdi,Lepidoptera.E,Diptera.C,n.s.
295,Syrphidae.A - Diptera.C,-0.091432213,-0.438598397,0.273297191,0.95,mode,hdi,Syrphidae.A,Diptera.C,n.s.
296,Syrphidae.B - Diptera.C,0.151033905,-0.323219804,0.674937038,0.95,mode,hdi,Syrphidae.B,Diptera.C,n.s.
298,Syrphidae.D - Diptera.C,0.419081576,0.069775087,0.794481311,0.95,mode,hdi,Syrphidae.D,Diptera.C,sig***
299,Syrphidae.E - Diptera.C,0.368629342,-0.042424124,0.871804695,0.95,mode,hdi,Syrphidae.E,Diptera.C,n.s.
300,Diptera.E - Diptera.D,-0.352170879,-0.846410375,0.188669463,0.95,mode,hdi,Diptera.E,Diptera.D,n.s.
301,Hymenoptera.A - Diptera.D,-0.327878685,-0.815176826,0.103565408,0.95,mode,hdi,Hymenoptera.A,Diptera.D,n.s.
302,Hymenoptera.B - Diptera.D,-0.211262715,-0.809879827,0.303527084,0.95,mode,hdi,Hymenoptera.B,Diptera.D,n.s.
303,Hymenoptera.C - Diptera.D,-0.388837563,-0.733828916,0.000217046,0.95,mode,hdi,Hymenoptera.C,Diptera.D,n.s.
305,Hymenoptera.E - Diptera.D,-0.593929274,-1.056673526,0.007021932,0.95,mode,hdi,Hymenoptera.E,Diptera.D,n.s.
306,Lepidoptera.A - Diptera.D,-0.471442161,-0.92579933,-0.014763196,0.95,mode,hdi,Lepidoptera.A,Diptera.D,sig***
307,Lepidoptera.B - Diptera.D,-0.205301152,-0.82454916,0.325318987,0.95,mode,hdi,Lepidoptera.B,Diptera.D,n.s.
308,Lepidoptera.C - Diptera.D,-0.384610049,-0.709329529,0.019169815,0.95,mode,hdi,Lepidoptera.C,Diptera.D,n.s.
310,Lepidoptera.E - Diptera.D,-0.43590104,-0.96912205,0.091142533,0.95,mode,hdi,Lepidoptera.E,Diptera.D,n.s.
311,Syrphidae.A - Diptera.D,-0.402261135,-0.873168176,0.037554129,0.95,mode,hdi,Syrphidae.A,Diptera.D,n.s.
312,Syrphidae.B - Diptera.D,-0.126003125,-0.704457946,0.431985152,0.95,mode,hdi,Syrphidae.B,Diptera.D,n.s.
313,Syrphidae.C - Diptera.D,-0.199310631,-0.544788338,0.183120614,0.95,mode,hdi,Syrphidae.C,Diptera.D,n.s.
315,Syrphidae.E - Diptera.D,0.06840987,-0.456420745,0.640538394,0.95,mode,hdi,Syrphidae.E,Diptera.D,n.s.
316,Hymenoptera.A - Diptera.E,0.018523475,-0.525470783,0.459879523,0.95,mode,hdi,Hymenoptera.A,Diptera.E,n.s.
317,Hymenoptera.B - Diptera.E,0.093880435,-0.524020615,0.580062126,0.95,mode,hdi,Hymenoptera.B,Diptera.E,n.s.
318,Hymenoptera.C - Diptera.E,-0.009740737,-0.495392798,0.356180523,0.95,mode,hdi,Hymenoptera.C,Diptera.E,n.s.
319,Hymenoptera.D - Diptera.E,0.197751513,-0.376477044,0.704968518,0.95,mode,hdi,Hymenoptera.D,Diptera.E,n.s.
321,Lepidoptera.A - Diptera.E,-0.094656764,-0.64760358,0.338598158,0.95,mode,hdi,Lepidoptera.A,Diptera.E,n.s.
322,Lepidoptera.B - Diptera.E,0.074264594,-0.465052222,0.65093678,0.95,mode,hdi,Lepidoptera.B,Diptera.E,n.s.
323,Lepidoptera.C - Diptera.E,0.011889601,-0.454957799,0.385625184,0.95,mode,hdi,Lepidoptera.C,Diptera.E,n.s.
324,Lepidoptera.D - Diptera.E,0.136620913,-0.348374227,0.691813096,0.95,mode,hdi,Lepidoptera.D,Diptera.E,n.s.
325,Lepidoptera.E - Diptera.E,-0.113607261,-0.238349609,0.029505757,0.95,mode,hdi,Lepidoptera.E,Diptera.E,n.s.
326,Syrphidae.A - Diptera.E,-0.054171276,-0.602429,0.388675679,0.95,mode,hdi,Syrphidae.A,Diptera.E,n.s.
327,Syrphidae.B - Diptera.E,0.160477887,-0.343903386,0.788364834,0.95,mode,hdi,Syrphidae.B,Diptera.E,n.s.
328,Syrphidae.C - Diptera.E,0.18065254,-0.312840341,0.536428945,0.95,mode,hdi,Syrphidae.C,Diptera.E,n.s.
329,Syrphidae.D - Diptera.E,0.463724223,-0.061310119,0.983048356,0.95,mode,hdi,Syrphidae.D,Diptera.E,n.s.
331,Hymenoptera.B - Hymenoptera.A,0.096102897,-0.480513955,0.637214557,0.95,mode,hdi,Hymenoptera.B,Hymenoptera.A,n.s.
332,Hymenoptera.C - Hymenoptera.A,-0.025151453,-0.379908205,0.34015203,0.95,mode,hdi,Hymenoptera.C,Hymenoptera.A,n.s.
333,Hymenoptera.D - Hymenoptera.A,0.138211307,-0.287165635,0.654486095,0.95,mode,hdi,Hymenoptera.D,Hymenoptera.A,n.s.
334,Hymenoptera.E - Hymenoptera.A,-0.232274562,-0.700387784,0.337551778,0.95,mode,hdi,Hymenoptera.E,Hymenoptera.A,n.s.
336,Lepidoptera.B - Hymenoptera.A,0.130221382,-0.446946514,0.683124666,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.A,n.s.
337,Lepidoptera.C - Hymenoptera.A,-0.006520989,-0.357013945,0.366662634,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.A,n.s.
338,Lepidoptera.D - Hymenoptera.A,0.242645074,-0.276087373,0.643790961,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.A,n.s.
339,Lepidoptera.E - Hymenoptera.A,-0.098569368,-0.578036923,0.416530622,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.A,n.s.
340,Syrphidae.A - Hymenoptera.A,-0.065705928,-0.165792705,0.033230987,0.95,mode,hdi,Syrphidae.A,Hymenoptera.A,n.s.
341,Syrphidae.B - Hymenoptera.A,0.20983389,-0.33455992,0.787044295,0.95,mode,hdi,Syrphidae.B,Hymenoptera.A,n.s.
342,Syrphidae.C - Hymenoptera.A,0.164450983,-0.19282696,0.524640495,0.95,mode,hdi,Syrphidae.C,Hymenoptera.A,n.s.
343,Syrphidae.D - Hymenoptera.A,0.502728873,0.028136518,0.942408761,0.95,mode,hdi,Syrphidae.D,Hymenoptera.A,sig***
344,Syrphidae.E - Hymenoptera.A,0.415220832,-0.07786721,0.979495041,0.95,mode,hdi,Syrphidae.E,Hymenoptera.A,n.s.
345,Hymenoptera.C - Hymenoptera.B,-0.119887137,-0.574464596,0.409519372,0.95,mode,hdi,Hymenoptera.C,Hymenoptera.B,n.s.
346,Hymenoptera.D - Hymenoptera.B,0.095316432,-0.445505609,0.692871941,0.95,mode,hdi,Hymenoptera.D,Hymenoptera.B,n.s.
347,Hymenoptera.E - Hymenoptera.B,-0.309691142,-0.805921746,0.337279722,0.95,mode,hdi,Hymenoptera.E,Hymenoptera.B,n.s.
348,Lepidoptera.A - Hymenoptera.B,-0.185679682,-0.781820542,0.33191558,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.B,n.s.
349,Lepidoptera.B - Hymenoptera.B,0.042952175,-0.103644341,0.176991486,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.B,n.s.
350,Lepidoptera.C - Hymenoptera.B,-0.080090656,-0.589127545,0.381260333,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.B,n.s.
351,Lepidoptera.D - Hymenoptera.B,0.091004064,-0.434395313,0.685940077,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.B,n.s.
352,Lepidoptera.E - Hymenoptera.B,-0.087332928,-0.724463894,0.394865169,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.B,n.s.
353,Syrphidae.A - Hymenoptera.B,-0.157980244,-0.688451891,0.420842007,0.95,mode,hdi,Syrphidae.A,Hymenoptera.B,n.s.
354,Syrphidae.B - Hymenoptera.B,0.112249777,-0.050394006,0.286363529,0.95,mode,hdi,Syrphidae.B,Hymenoptera.B,n.s.
355,Syrphidae.C - Hymenoptera.B,0.058700888,-0.412466695,0.561538892,0.95,mode,hdi,Syrphidae.C,Hymenoptera.B,n.s.
356,Syrphidae.D - Hymenoptera.B,0.346716054,-0.162602001,0.965545939,0.95,mode,hdi,Syrphidae.D,Hymenoptera.B,n.s.
357,Syrphidae.E - Hymenoptera.B,0.363089777,-0.243934125,0.906646608,0.95,mode,hdi,Syrphidae.E,Hymenoptera.B,n.s.
358,Hymenoptera.D - Hymenoptera.C,0.186224201,-0.165779832,0.601853155,0.95,mode,hdi,Hymenoptera.D,Hymenoptera.C,n.s.
359,Hymenoptera.E - Hymenoptera.C,-0.20131548,-0.602739335,0.283368862,0.95,mode,hdi,Hymenoptera.E,Hymenoptera.C,n.s.
360,Lepidoptera.A - Hymenoptera.C,-0.118745822,-0.456789948,0.259048671,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.C,n.s.
361,Lepidoptera.B - Hymenoptera.C,0.104772425,-0.338609741,0.644520724,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.C,n.s.
362,Lepidoptera.C - Hymenoptera.C,0.020625268,-0.03648122,0.080004021,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.C,n.s.
363,Lepidoptera.D - Hymenoptera.C,0.188803443,-0.160645082,0.566100156,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.C,n.s.
364,Lepidoptera.E - Hymenoptera.C,-0.064106636,-0.483884623,0.378153043,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.C,n.s.
365,Syrphidae.A - Hymenoptera.C,-0.045638863,-0.418067697,0.296972612,0.95,mode,hdi,Syrphidae.A,Hymenoptera.C,n.s.
366,Syrphidae.B - Hymenoptera.C,0.175618219,-0.263471507,0.738752442,0.95,mode,hdi,Syrphidae.B,Hymenoptera.C,n.s.
368,Syrphidae.D - Hymenoptera.C,0.460697436,0.114189961,0.842447256,0.95,mode,hdi,Syrphidae.D,Hymenoptera.C,sig***
369,Syrphidae.E - Hymenoptera.C,0.490675924,-0.002504627,0.923097834,0.95,mode,hdi,Syrphidae.E,Hymenoptera.C,n.s.
370,Hymenoptera.E - Hymenoptera.D,-0.4067427,-0.912469219,0.195799251,0.95,mode,hdi,Hymenoptera.E,Hymenoptera.D,n.s.
371,Lepidoptera.A - Hymenoptera.D,-0.292116887,-0.792375713,0.15071043,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.D,n.s.
372,Lepidoptera.B - Hymenoptera.D,-0.069859612,-0.633136027,0.527871105,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.D,n.s.
373,Lepidoptera.C - Hymenoptera.D,-0.166392812,-0.570218973,0.197411903,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.D,n.s.
374,Lepidoptera.D - Hymenoptera.D,0.028458337,-0.15639101,0.175885137,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.D,n.s.
375,Lepidoptera.E - Hymenoptera.D,-0.30419823,-0.802102798,0.290106475,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.D,n.s.
376,Syrphidae.A - Hymenoptera.D,-0.244987947,-0.727259489,0.216389123,0.95,mode,hdi,Syrphidae.A,Hymenoptera.D,n.s.
377,Syrphidae.B - Hymenoptera.D,0.025623015,-0.543759005,0.615497126,0.95,mode,hdi,Syrphidae.B,Hymenoptera.D,n.s.
378,Syrphidae.C - Hymenoptera.D,-0.014378285,-0.410728914,0.354019328,0.95,mode,hdi,Syrphidae.C,Hymenoptera.D,n.s.
380,Syrphidae.E - Hymenoptera.D,0.254219522,-0.319911233,0.808085762,0.95,mode,hdi,Syrphidae.E,Hymenoptera.D,n.s.
381,Lepidoptera.A - Hymenoptera.E,0.049328571,-0.461123527,0.562967424,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.E,n.s.
382,Lepidoptera.B - Hymenoptera.E,0.304166897,-0.260091855,0.89153806,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.E,n.s.
383,Lepidoptera.C - Hymenoptera.E,0.19711941,-0.24892873,0.632634065,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.E,n.s.
384,Lepidoptera.D - Hymenoptera.E,0.360746449,-0.149047982,0.927859494,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.E,n.s.
385,Lepidoptera.E - Hymenoptera.E,0.111272841,-0.095447666,0.281942175,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.E,n.s.
386,Syrphidae.A - Hymenoptera.E,0.12176352,-0.37545051,0.64494132,0.95,mode,hdi,Syrphidae.A,Hymenoptera.E,n.s.
387,Syrphidae.B - Hymenoptera.E,0.404820959,-0.204025349,0.937906686,0.95,mode,hdi,Syrphidae.B,Hymenoptera.E,n.s.
388,Syrphidae.C - Hymenoptera.E,0.380010102,-0.116146851,0.773834928,0.95,mode,hdi,Syrphidae.C,Hymenoptera.E,n.s.
389,Syrphidae.D - Hymenoptera.E,0.632402738,0.104836815,1.17249169,0.95,mode,hdi,Syrphidae.D,Hymenoptera.E,sig***
