IGenus,Family,Order
Aspilocoryphus,Lygaeidae,Hemiptera
Darwinysius,Lygaeidae,Hemiptera
Geocoris,Lygaeidae,Hemiptera
Lygaeus,Lygaeidae,Hemiptera
Nysius,Lygaeidae,Hemiptera
Oncopeltus,Lygaeidae,Hemiptera
Ortholomus,Lygaeidae,Hemiptera
Phorantha,Lygaeidae,Hemiptera
Spilostethus,Lygaeidae,Hemiptera
Tropidothorax,Lygaeidae,Hemiptera
Xyonysius,Lygaeidae,Hemiptera
Lygistorrhina,Lygistorrhinidae,Diptera
Lygistorrhinidae,Lygistorrhinidae,Diptera
Ivela,Lymantriidae,Lepidoptera
Andronicus,Megachilidae,Hymenoptera
Anthidiellum,Megachilidae,Hymenoptera
Anthidium,Megachilidae,Hymenoptera
Anthocopa,Megachilidae,Hymenoptera
Ashmeadiella,Megachilidae,Hymenoptera
Athidium,Megachilidae,Hymenoptera
Ceratosmia,Megachilidae,Hymenoptera
Chalcidoma,Megachilidae,Hymenoptera
Chalicodoma,Megachilidae,Hymenoptera
Chaticodoma,Megachilidae,Hymenoptera
Chelostoma,Megachilidae,Hymenoptera
Chelostomoides,Megachilidae,Hymenoptera
Chelynia,Megachilidae,Hymenoptera
coelioxus,Megachilidae,Hymenoptera
Coelioxys,Megachilidae,Hymenoptera
Creightonella,Megachilidae,Hymenoptera
Cyphopyga,Megachilidae,Hymenoptera
Dianthidium,Megachilidae,Hymenoptera
Diceratosmia,Megachilidae,Hymenoptera
Eoanthidium,Megachilidae,Hymenoptera
Euapis,Megachilidae,Hymenoptera
Heriades,Megachilidae,Hymenoptera
Hoplitis,Megachilidae,Hymenoptera
hoplitus,Megachilidae,Hymenoptera
Icteranthidium,Megachilidae,Hymenoptera
Lithurge,Megachilidae,Hymenoptera
Lithurgomma,Megachilidae,Hymenoptera
Lithurgus,Megachilidae,Hymenoptera
Megachile,Megachilidae,Hymenoptera
megachile,Megachilidae,Hymenoptera
Megachilidae,Megachilidae,Hymenoptera
Megachite,Megachilidae,Hymenoptera
Megaquile,Megachilidae,Hymenoptera
Mesanthidium,Megachilidae,Hymenoptera
Metallinella,Megachilidae,Hymenoptera
Microstelis,Megachilidae,Hymenoptera
Monilosmia,Megachilidae,Hymenoptera
Monumetha,Megachilidae,Hymenoptera
Neotrypetes,Megachilidae,Hymenoptera
Osmia,Megachilidae,Hymenoptera
osmia,Megachilidae,Hymenoptera
Protosmia,Megachilidae,Hymenoptera
Pseudoanthidium,Megachilidae,Hymenoptera
Pseudoheriades,Megachilidae,Hymenoptera
Rhodanthidium,Megachilidae,Hymenoptera
Sarogaster,Megachilidae,Hymenoptera
Sayapis,Megachilidae,Hymenoptera
Stelidium,Megachilidae,Hymenoptera
Stelis,Megachilidae,Hymenoptera
Titusella,Megachilidae,Hymenoptera
Trianthidium,Megachilidae,Hymenoptera
Xanthomelana,Megachilidae,Hymenoptera
Xanthosarus,Megachilidae,Hymenoptera
Trichothurgus,Megachilidae,Hymenoptera
Epanthidium,Megachilidae,Hymenoptera
Ananthidium,Megachilidae,Hymenoptera
Larocanthidium,Megachilidae,Hymenoptera
Acentron,Megachilidae,Hymenoptera
Pseudocentron,Megachilidae,Hymenoptera
Melanogaster,Melanogastraceae,Boletales
Prosthemadera,Meliphagidae,Passeriformes
Dasypoda,Melittidae,Hymenoptera
Macropis,Melittidae,Hymenoptera
Melitta,Melittidae,Hymenoptera
Epicauta,Meloidae,Coleoptera
Lytta,Meloidae,Coleoptera
Macrobasis,Meloidae,Coleoptera
Mylabris,Meloidae,Coleoptera
Mylabrix,Meloidae,Coleoptera
Myrabilis,Meloidae,Coleoptera
Nemognatha,Meloidae,Coleoptera
Pyrota,Meloidae,Coleoptera
Zonitis,Meloidae,Coleoptera
Schizochelus,Melolonthidae,Coleoptera
Anthocomus,Melyridae,Coleoptera
Aplocnemus,Melyridae,Coleoptera
Arthracanthus,Melyridae,Coleoptera
Astylus,Melyridae,Coleoptera
Attalus,Melyridae,Coleoptera
Axinotarsus,Melyridae,Coleoptera
Collops,Melyridae,Coleoptera
Danacaea,Melyridae,Coleoptera
Dasytes,Melyridae,Coleoptera
Dasytinae,Melyridae,Coleoptera
Enicopus,Melyridae,Coleoptera
Hylodanacea,Melyridae,Coleoptera
Malachius,Melyridae,Coleoptera
Matachius,Melyridae,Coleoptera
Melyridae,Melyridae,Coleoptera
Melyris,Melyridae,Coleoptera
Pelecophora,Melyridae,Coleoptera
Psilothrix,Melyridae,Coleoptera
Troglops,Melyridae,Coleoptera
Gargara,Membracidae,Hemiptera
Loricula,Microphysidae,Hemiptera
Micropterix,Micropterigidae,Lepidoptera
Milichidae,Milichidae,Diptera
Desmometopa,Milichiidae,Diptera
Lobioptera,Milichiidae,Diptera
Milichiella,Milichiidae,Diptera
Milichiidae,Milichiidae,Diptera
Neophyllomyza,Milichiidae,Diptera
Paramyia,Milichiidae,Diptera
Mimus,Mimidae,Passeriformes
Adelphocoris,Miridae,Hemiptera
Bertsa,Miridae,Hemiptera
Calocoris,Miridae,Hemiptera
Camptoneura,Miridae,Hemiptera
Campylomma,Miridae,Hemiptera
Deraeocoris,Miridae,Hemiptera
Engytatus,Miridae,Hemiptera
Eurystylus,Miridae,Hemiptera
Hadrodemus,Miridae,Hemiptera
Halticiellus,Miridae,Hemiptera
Irbisia,Miridae,Hemiptera
Leptopterna,Miridae,Hemiptera
Ligus,Miridae,Hemiptera
Lopidea,Miridae,Hemiptera
Lygocoris,Miridae,Hemiptera
Lygus,Miridae,Hemiptera
Macrotylus,Miridae,Hemiptera
Miridae,Miridae,Hemiptera
Monalocoris,Miridae,Hemiptera
Myridae,Miridae,Hemiptera
Onomaus,Miridae,Hemiptera
Orthops,Miridae,Hemiptera
Parapantitius,Miridae,Hemiptera
Phytocoris,Miridae,Hemiptera
Plagiognathus,Miridae,Hemiptera
Polymerus,Miridae,Hemiptera
Psallus,Miridae,Hemiptera
Rhinacloa,Miridae,Hemiptera
Stenotus,Miridae,Hemiptera
Tinginotum,Miridae,Hemiptera
Ornebius,Mogoplistidae,Orthoptera
Hoshihananomia,Mordellidae,Coleoptera
Mordella,Mordellidae,Coleoptera
Mordellidae,Mordellidae,Coleoptera
Mordellina,Mordellidae,Coleoptera
Mordellistena,Mordellidae,Coleoptera
Tolidopalpus,Mordellidae,Coleoptera
Tolidostena,Mordellidae,Coleoptera
Macraspis,Multicalycidae,Aspidogastridae
Alloestylus,Muscidae,Diptera
Atherigona,Muscidae,Diptera
Azelia,Muscidae,Diptera
Brontaea,Muscidae,Diptera
Coenosia,Muscidae,Diptera
Cyrtoneuropsis,Muscidae,Diptera
Dasyphora,Muscidae,Diptera
Dichaetomyia,Muscidae,Diptera
Drymeia,Muscidae,Diptera
Eudasyphora,Muscidae,Diptera
Eupogonomyia,Muscidae,Diptera
Graphomya,Muscidae,Diptera
Graphomyia,Muscidae,Diptera
Hebecnema,Muscidae,Diptera
Helina,Muscidae,Diptera
Hydrotaea,Muscidae,Diptera
Hylemyia,Muscidae,Diptera
Limnophora,Muscidae,Diptera
Lispa,Muscidae,Diptera
Lispe,Muscidae,Diptera
Lophosceles,Muscidae,Diptera
mesebrina,Muscidae,Diptera
Mesembrina,Muscidae,Diptera
Morellia,Muscidae,Diptera
Musc,Muscidae,Diptera
Musca,Muscidae,Diptera
muscidae,Muscidae,Diptera
Muscidae,Muscidae,Diptera
Muscina,Muscidae,Diptera
Mydaea,Muscidae,Diptera
Myospila,Muscidae,Diptera
Neomyia,Muscidae,Diptera
Ophyra,Muscidae,Diptera
Orchisia,Muscidae,Diptera
Orthelia,Muscidae,Diptera
Orthellia,Muscidae,Diptera
Phaonia,Muscidae,Diptera
Pogonomyoides,Muscidae,Diptera
Polietes,Muscidae,Diptera
Proboscimyia,Muscidae,Diptera
Spilagona,Muscidae,Diptera
Spilogona,Muscidae,Diptera
Stomoxys,Muscidae,Diptera
Synthesomyia,Muscidae,Diptera
Thricops,Muscidae,Diptera
thricops,Muscidae,Diptera
Trichopticus,Muscidae,Diptera
Wahlgrenia,Muscidae,Diptera
Mutilla,Mutillidae,Hymenoptera
Pseudomethoca,Mutillidae,Hymenoptera
Mutilidae,Mutillidae,Hymenoptera
Lithargus,Mycetophagidae,Coleoptera
Boletina,Mycetophilidae,Diptera
Dynatosoma,Mycetophilidae,Diptera
Mycetophilidae,Mycetophilidae,Diptera
Mycomya,Mycetophilidae,Diptera
Mycterus,Mycteridae,Coleoptera
Myrmosa,Myrmosidae,Hymenoptera
Cephalodromia,Mythicomyiidae,Diptera
Pieza,Mythicomyiidae,Diptera
Aranae,NA,Araneae
Araneae,NA,Araneae
Blattodea,NA,Blattodea
Coleoptera,NA,Coleoptera
Curculionoidea,NA,Coleoptera
Ocyptera,NA,Coleoptera
Scarabaeoidea,NA,Coleoptera
Dermaptera,NA,Dermaptera
Acalyptrate,NA,Diptera
Ceria,NA,Diptera
Desyhela,NA,Diptera
Diptera,NA,Diptera
Ellioponeura,NA,Diptera
Trichophora,NA,Hemiptera
Hemiptera,NA,Hemiptera
Heteroptera,NA,Heteroptera
Apocrita,NA,Hymenoptera
Apoidea,NA,Hymenoptera
Hymenopetra,NA,Hymenoptera
Hymenoptera,NA,Hymenoptera
Pseudomelecta,NA,Hymenoptera
Chloerocampa,NA,Lepidoptera
Lepidoptera,NA,Lepidoptera
Microlepidoptera,NA,Lepidoptera
Micromoth,NA,Lepidoptera
Moth,NA,Lepidoptera
Protoparee,NA,Lepidoptera
Spageuia,NA,Lepidoptera
Mariposa,NA,Lepidoptera
Acarina,NA,NA
Agrostis,NA,NA
Alyson,NA,NA
Amasis,NA,NA
Anosymia,NA,NA
Araba,NA,NA
Astatus,NA,NA
Atlobaccha,NA,NA
Batizonus,NA,NA
Brachyloma,NA,NA
Carpelius,NA,NA
Cenis,NA,NA
Cerastomia,NA,NA
Cerogia,NA,NA
Cersium,NA,NA
Chatanys,NA,NA
Clusia,NA,NA
Craspedochoeata,NA,NA
Curtipogon,NA,NA
Dialonia,NA,NA
Edema,NA,NA
Eliphilus,NA,NA
Ells,NA,NA
Entomophaga,NA,NA
Ephemoropsis,NA,NA
Erizoa,NA,NA
Gnathosmia,NA,NA
Grapta,NA,NA
Gynometriocnemus,NA,NA
Halictoides,NA,NA
Halicyoides,NA,NA
Hallictoides,NA,NA
Idiolespa,NA,NA
Jglialc,NA,NA
Leskiomima,NA,NA
Leucosmia,NA,NA
Leucostoma,NA,NA
Lina,NA,NA
Mediza,NA,NA
Megilla,NA,NA
Midas,NA,NA
Morellis,NA,NA
NA,NA,NA
Nanohyes,NA,NA
Ocinimorpha,NA,NA
Oiphinus,NA,NA
Omicrom,NA,NA
Parempis,NA,NA
Pectinarctica,NA,NA
Pereirapsis,NA,NA
Phaladrodira,NA,NA
Pholo,NA,NA
Phoramia,NA,NA
Planiceps,NA,NA
Pogonomyiodes,NA,NA
Prohardya,NA,NA
Prosopis,NA,NA
Psammophila,NA,NA
Psedagochloropsis,NA,NA
Pyrrhogige,NA,NA
Sawpogon,NA,NA
Scaba,NA,NA
Seoptera,NA,NA
Silaon,NA,NA
Spermatophagus,NA,NA
Stenocallinerus,NA,NA
Sticia,NA,NA
Systogaster,NA,NA
Theventimtia,NA,NA
Undefined,NA,NA
Unidentified,NA,NA
Unientified,NA,NA
Xanthidium,NA,NA
Neuroptera,NA,Neuroptera
Odonata,NA,Odonata
Orthoptera,NA,Orthoptera
Coriscus,Nabidae,Hemiptera
Gorpis,Nabidae,Hemiptera
Nabis,Nabidae,Hemiptera
Cyllene,Nassariidae,Neogastropoda
Nectarinia,Nectariniidae,Passeriformes
Trichophthalma,Nemestrinidae,Diptera
Hirmoneura,Nemestrinidae,Diptera
Euryglostromyia,Nemistrinidae,Diptera
Nemoptera,Nemopteridae,Neuroptera
Carpophilus,Nitidulidae,Coleoptera
Conotelus,Nitidulidae,Coleoptera
Epuraea,Nitidulidae,Coleoptera
Epurea,Nitidulidae,Coleoptera
Haptoncurina,Nitidulidae,Coleoptera
Haptoncus,Nitidulidae,Coleoptera
Meligethes,Nitidulidae,Coleoptera
Nitidulidae,Nitidulidae,Coleoptera
Syreta,Nitidulidae,Coleoptera
Camptodes,Nitidulidae,Coleoptera
Colopterus,Nitidulidae,Coleoptera
Lobiopa,Nitidulidae,Coleoptera
Achaea,Noctuidae,Lepidoptera
Acontia,Noctuidae,Lepidoptera
Agrotis,Noctuidae,Lepidoptera
Alypia,Noctuidae,Lepidoptera
Amyna,Noctuidae,Lepidoptera
Anarta,Noctuidae,Lepidoptera
Angitia,Noctuidae,Lepidoptera
Autographa,Noctuidae,Lepidoptera
Catabenoides,Noctuidae,Lepidoptera
Cerocala,Noctuidae,Lepidoptera
Chersotis,Noctuidae,Lepidoptera
Chloropis,Noctuidae,Lepidoptera
Condica,Noctuidae,Lepidoptera
Cornutiplusia,Noctuidae,Lepidoptera
Cosmia,Noctuidae,Lepidoptera
Crymodes,Noctuidae,Lepidoptera
Discestra,Noctuidae,Lepidoptera
Drasteria,Noctuidae,Lepidoptera
Elaphria,Noctuidae,Lepidoptera
Euclidia,Noctuidae,Lepidoptera
Eurois,Noctuidae,Lepidoptera
Feltia,Noctuidae,Lepidoptera
Graphania,Noctuidae,Lepidoptera
Heliocheilus,Noctuidae,Lepidoptera
Heliothis,Noctuidae,Lepidoptera
Hoplodrina,Noctuidae,Lepidoptera
Lasiestra,Noctuidae,Lepidoptera
Leucania,Noctuidae,Lepidoptera
Lycophotia,Noctuidae,Lepidoptera
Melipotis,Noctuidae,Lepidoptera
Mesapamea,Noctuidae,Lepidoptera
Metachrostis,Noctuidae,Lepidoptera
Mythimma,Noctuidae,Lepidoptera
Mythimna,Noctuidae,Lepidoptera
Noctuidae,Noctuidae,Lepidoptera
Oligia,Noctuidae,Lepidoptera
Ozarba,Noctuidae,Lepidoptera
Panameria,Noctuidae,Lepidoptera
Peridroma,Noctuidae,Lepidoptera
Philophyla,Noctuidae,Lepidoptera
Plusia,Noctuidae,Lepidoptera
Polia,Noctuidae,Lepidoptera
Psedoplusia,Noctuidae,Lepidoptera
Pseudoleucania,Noctuidae,Lepidoptera
Pseudoplusia,Noctuidae,Lepidoptera
Rictonis,Noctuidae,Lepidoptera
Schinia,Noctuidae,Lepidoptera
Spodoptera,Noctuidae,Lepidoptera
Spragueia,Noctuidae,Lepidoptera
Strictopterinae,Noctuidae,Lepidoptera
Sympistis,Noctuidae,Lepidoptera
Sympistris,Noctuidae,Lepidoptera
Sympsitis,Noctuidae,Lepidoptera
Syngrapha,Noctuidae,Lepidoptera
Tamseuxoa,Noctuidae,Lepidoptera
Thysanoplusia,Noctuidae,Lepidoptera
Trichoplusia,Noctuidae,Lepidoptera
Sarrothripinae,Nolidae,Lepidoptera
Gnathias,Nomadidae,Hymenoptera
Phor,Nomadidae,Hymenoptera
Actea,Notodontidae,Lepidoptera
Adelpha,Nymphalidae,Lepidoptera
Aglais,Nymphalidae,Lepidoptera
Agraulis,Nymphalidae,Lepidoptera
Agynnis,Nymphalidae,Lepidoptera
Anartia,Nymphalidae,Lepidoptera
Anosia,Nymphalidae,Lepidoptera
Anthedon,Nymphalidae,Lepidoptera
Aphanthopus,Nymphalidae,Lepidoptera
Aphantopus,Nymphalidae,Lepidoptera
Araschnia,Nymphalidae,Lepidoptera
Arasehmia,Nymphalidae,Lepidoptera
Argirophenga,Nymphalidae,Lepidoptera
Argynis,Nymphalidae,Lepidoptera
Argyniss,Nymphalidae,Lepidoptera
Argynnis,Nymphalidae,Lepidoptera
Argyronome,Nymphalidae,Lepidoptera
Argyrophenga,Nymphalidae,Lepidoptera
Atlantea,Nymphalidae,Lepidoptera
Auca,Nymphalidae,Lepidoptera
Basilarchia,Nymphalidae,Lepidoptera
Boeberia,Nymphalidae,Lepidoptera
Boloria,Nymphalidae,Lepidoptera
Brenthis,Nymphalidae,Lepidoptera
Cercyonis,Nymphalidae,Lepidoptera
Charidryas,Nymphalidae,Lepidoptera
Chionobis,Nymphalidae,Lepidoptera
Clossiana,Nymphalidae,Lepidoptera
Coenonympha,Nymphalidae,Lepidoptera
coenonympha,Nymphalidae,Lepidoptera
Cynthia,Nymphalidae,Lepidoptera
Danaidae,Nymphalidae,Lepidoptera
Danaus,Nymphalidae,Lepidoptera
Erebia,Nymphalidae,Lepidoptera
Etcheverrius,Nymphalidae,Lepidoptera
euphydras,Nymphalidae,Lepidoptera
Euphydryas,Nymphalidae,Lepidoptera
Euptoieta,Nymphalidae,Lepidoptera
Euvanessa,Nymphalidae,Lepidoptera
Fabriciana,Nymphalidae,Lepidoptera
Faunula,Nymphalidae,Lepidoptera
Heliconius,Nymphalidae,Lepidoptera
Henotesia,Nymphalidae,Lepidoptera
Hipparchia,Nymphalidae,Lepidoptera
Inachis,Nymphalidae,Lepidoptera
Issoria,Nymphalidae,Lepidoptera
Janonia,Nymphalidae,Lepidoptera
Junonia,Nymphalidae,Lepidoptera
Lasiommata,Nymphalidae,Lepidoptera
Libythea,Nymphalidae,Lepidoptera
Maniola,Nymphalidae,Lepidoptera
Marpesia,Nymphalidae,Lepidoptera
Melanargia,Nymphalidae,Lepidoptera
Melitaea,Nymphalidae,Lepidoptera
Minois,Nymphalidae,Lepidoptera
Mycalesis,Nymphalidae,Lepidoptera
Neohipparchia,Nymphalidae,Lepidoptera
Neope,Nymphalidae,Lepidoptera
Neptis,Nymphalidae,Lepidoptera
Nymphalidae,Nymphalidae,Lepidoptera
Nymphalis,Nymphalidae,Lepidoptera
Pandoriana,Nymphalidae,Lepidoptera
Parantica,Nymphalidae,Lepidoptera
Pararge,Nymphalidae,Lepidoptera
Phalanta,Nymphalidae,Lepidoptera
Phalantha,Nymphalidae,Lepidoptera
Phyciodes,Nymphalidae,Lepidoptera
Polygonia,Nymphalidae,Lepidoptera
polygonia,Nymphalidae,Lepidoptera
Pyonia,Nymphalidae,Lepidoptera
Pyrameis,Nymphalidae,Lepidoptera
Pyronia,Nymphalidae,Lepidoptera
Satyrinae,Nymphalidae,Lepidoptera
Satyrus,Nymphalidae,Lepidoptera
Speyeria,Nymphalidae,Lepidoptera
speyeria,Nymphalidae,Lepidoptera
Vanesa,Nymphalidae,Lepidoptera
Vanessa,Nymphalidae,Lepidoptera
Ypthima,Nymphalidae,Lepidoptera
Yramea,Nymphalidae,Lepidoptera
Zophoessa,Nymphalidae,Lepidoptera
Cosmosatyrus,Nymphalidae,Lepidoptera
Anthanassa,Nymphalidae,Lepidoptera
Phystis,Nymphalidae,Lepidoptera
Yphthimoides,Nymphalidae,Lepidoptera
Asclera,Oedemeridae,Coleoptera
Eobia,Oedemeridae,Coleoptera
Hypasclera,Oedemeridae,Coleoptera
Mecopselaphus,Oedemeridae,Coleoptera
Oedemera,Oedemeridae,Coleoptera
Oedemeronia,Oedemeridae,Coleoptera
Oncomerella,Oedemeridae,Coleoptera
Oxacis,Oedemeridae,Coleoptera
Paroxacis,Oedemeridae,Coleoptera
Selenopalpus,Oedemeridae,Coleoptera
Xanthochroa,Oedemeridae,Coleoptera
Chrysarthia,Oedomeridae,Coleoptera
Oedemagena,Oestridae,Diptera
Oestridae,Oestridae,Diptera
Opomyza,Opomyzidae,Diptera
Ormyrus,Ormyridae,Hymenoptera
Orsodacne,Orsodacnidae,Coleoptera
Macrocoma,Orthotrichaceae,Orthotrichales
Metopoplax,Oxycarenidae,Hemiptera
Oxycarenus,Oxycarenidae,Hemiptera
Oxyopes,Oxyopidae,Araneae
Onycholyda,Pamphiliidae,Hymenoptera
Panorpa,Panorpidae,Mecoptera
Panorpodes,Panorpodidae,Mecoptera
Byasa,Papilionidae,Lepidoptera
Eurytides,Papilionidae,Lepidoptera
Graphium,Papilionidae,Lepidoptera
Iphiclides,Papilionidae,Lepidoptera
Papilio,Papilionidae,Lepidoptera
papilio,Papilionidae,Lepidoptera
Papilion,Papilionidae,Lepidoptera
Papilix,Papilionidae,Lepidoptera
Papillio,Papilionidae,Lepidoptera
Parnassius,Papilionidae,Lepidoptera
Zerynthia,Papilionidae,Lepidoptera
Plebius,Papilionoidae,Lepidoptera
Zonotrichia,Passerellidae,Passeriformes
Pelecorhychus,Pelecorhynchidae,Diptera
Andrallus,Pentatomidae,Hemiptera
Carbula,Pentatomidae,Hemiptera
Carpocoris,Pentatomidae,Hemiptera
Dolycoris,Pentatomidae,Hemiptera
Dybowskia,Pentatomidae,Hemiptera
Eocanthecoma,Pentatomidae,Hemiptera
Euchistus,Pentatomidae,Hemiptera
Eurydema,Pentatomidae,Hemiptera
Euschistus,Pentatomidae,Hemiptera
Eyzarcoris,Pentatomidae,Hemiptera
Glaucias,Pentatomidae,Hemiptera
Graphosoma,Pentatomidae,Hemiptera
Menida,Pentatomidae,Hemiptera
Pentatoma,Pentatomidae,Hemiptera
Picromerus,Pentatomidae,Hemiptera
Piezodorus,Pentatomidae,Hemiptera
Podisus,Pentatomidae,Hemiptera
Sciocoris,Pentatomidae,Hemiptera
Scotinophara,Pentatomidae,Hemiptera
Nezara,Pentatomidae,Hemiptera
Perilampus,Perilampidae,Hymenoptera
Perissoma,Perissommatidae,Diptera
Olibrus,Phalacridae,Coleoptera
Phalacridae,Phalacridae,Coleoptera
Phalacrus,Phalacridae,Coleoptera
Clitarchus,Phasmatidae,Phasmatodea
Carceris,Philanthidae,Hymenoptera
Haplothrips,Phlaeothripidae,Thysanoptera
Leeuwenia,Phlaeothripidae,Thysanoptera
Megaselia,Phoridae,Diptera
Phora,Phoridae,Diptera
Spiniphora,Phoridae,Diptera
Trineura,Phoridae,Diptera
Triphleba,Phoridae,Diptera
Phylloscopus,Phylloscopidae,Passeriformes
Phymata,Phymatidae,Hemiptera
Ahlber,Pieridae,Lepidoptera
Anthocharis,Pieridae,Lepidoptera
Aporia,Pieridae,Lepidoptera
Appias,Pieridae,Lepidoptera
Artogeia,Pieridae,Lepidoptera
Ascia,Pieridae,Lepidoptera
Calopsilia,Pieridae,Lepidoptera
Catopsitia,Pieridae,Lepidoptera
Colias,Pieridae,Lepidoptera
colias,Pieridae,Lepidoptera
Dryas,Pieridae,Lepidoptera
Eroessa,Pieridae,Lepidoptera
Euchlo,Pieridae,Lepidoptera
Euchloe,Pieridae,Lepidoptera
Eurema,Pieridae,Lepidoptera
Gonepteryx,Pieridae,Lepidoptera
Hypsochila,Pieridae,Lepidoptera
Leptidea,Pieridae,Lepidoptera
Nathalis,Pieridae,Lepidoptera
Phoebis,Pieridae,Lepidoptera
Phulia,Pieridae,Lepidoptera
Pieridae,Pieridae,Lepidoptera
Pieris,Pieridae,Lepidoptera
pieris,Pieridae,Lepidoptera
Piers,Pieridae,Lepidoptera
Pontia,Pieridae,Lepidoptera
Tatochila,Pieridae,Lepidoptera
Xanthidia,Pieridae,Lepidoptera
Zerene,Pieridae,Lepidoptera
Glutophrissa,Pieridae,Lepidoptera
Pyrisitia,Pieridae,Lepidoptera
Allopiophila,Piophilidae,Diptera
Lasiopiophila,Piophilidae,Diptera
Parapiophila,Piophilidae,Diptera
Piophila,Piophilidae,Diptera
Cephalops,Pipunculidae,Diptera
Eudorilas,Pipunculidae,Diptera
Pipunculus,Pipunculidae,Diptera
Coptosoma,Plataspidae,Hemiptera
Platygaster,Platygastridae,Hymenoptera
Plagiostenopterina,Platystomatidae,Diptera
Rivellia,Platystomatidae,Diptera
Senopterina,Platystomatidae,Diptera
Foudia,Ploceidae,Passeriformes
arctophila,Poaceae,Poales
Ageniella,Pompilidae,Hymenoptera
Anoplius,Pompilidae,Hymenoptera
Anoptius,Pompilidae,Hymenoptera
Arachnospila,Pompilidae,Hymenoptera
Batozenellus,Pompilidae,Hymenoptera
Ceropales,Pompilidae,Hymenoptera
Cryptocheilus,Pompilidae,Hymenoptera
Cyphononyx,Pompilidae,Hymenoptera
Entypus,Pompilidae,Hymenoptera
Epysiron,Pompilidae,Hymenoptera
Hemipepsis,Pompilidae,Hymenoptera
Lophopompilus,Pompilidae,Hymenoptera
Pepsis,Pompilidae,Hymenoptera
Poecilopompilus,Pompilidae,Hymenoptera
Pompiloides,Pompilidae,Hymenoptera
Priocnemis,Pompilidae,Hymenoptera
Priocnemoides,Pompilidae,Hymenoptera
Psammochares,Pompilidae,Hymenoptera
Pseudagenia,Pompilidae,Hymenoptera
Sophropompilus,Pompilidae,Hymenoptera
Tachyagetes,Pompilidae,Hymenoptera
Pompillidae,Pompilidae,Hymenoptera
Tachipompillus,Pompilidae,Hymenoptera
Pompilinae,Pompilidae,Hymenoptera
Lobonyx,Prionoceridae,Coleoptera
Chamaepsila,Psilidae,Diptera
Chyliza,Psilidae,Diptera
Aratinga,Psittacidae,Psittaciformes
Psococerastis,Psocidae,Psocoptera
Psychodidae,Psychodidae,Diptera
Psyllidae,Psyllidae,Hemiptera
Dinarmoides,Pteromalidae,Hymenoptera
Eutelus,Pteromalidae,Hymenoptera
Eutrichosoma,Pteromalidae,Hymenoptera
Pachyneuron,Pteromalidae,Hymenoptera
Pteromalidae,Pteromalidae,Hymenoptera
Pteromalus,Pteromalidae,Hymenoptera
Stenoselma,Pteromalidae,Hymenoptera
Syntomopus,Pteromalidae,Hymenoptera
Tridymus,Pteromalidae,Hymenoptera
Xestommaster,Pteromalidae,Hymenoptera
Ernestia,Pterophoridae,Lepidoptera
Lantanophaga,Pterophoridae,Lepidoptera
Platyptilia,Pterophoridae,Lepidoptera
Pterophoridae,Pterophoridae,Lepidoptera
Epilichas,Ptilodactylidae,Coleoptera
Ptinidae,Ptinidae,Coleoptera
Pycnonotus,Pycnonotidae,Passeriformes
Acrobasis,Pyralidae,Lepidoptera
Anaria,Pyralidae,Lepidoptera
Euchrombius,Pyralidae,Lepidoptera
Hymerria,Pyralidae,Lepidoptera
Nicetiodes,Pyralidae,Lepidoptera
Pempeliella,Pyralidae,Lepidoptera
Penthesilea,Pyralidae,Lepidoptera
Psorosa,Pyralidae,Lepidoptera
Pyralidae,Pyralidae,Lepidoptera
Udaea,Pyralidae,Lepidoptera
Corphyra,Pyrochroidae,Coleoptera
Dysderus,Pyrrhocoridae,Hemiptera
Dysdercus,Pyrrhocoridae,Hemiptera
Phynocoris,Reduviidae,Hemiptera
Sinea,Reduviidae,Hemiptera
Chrysopilus,Rhagionidae,Diptera
Rhagio,Rhagionidae,Diptera
Stomorhina,Rhiniidae,Diptera
Phyto,Rhinophoridae,Diptera
Rhinophora,Rhinophoridae,Diptera
Stevenia,Rhinophoridae,Diptera
Corizus,Rhopalidae,Hemiptera
Harmostes,Rhopalidae,Hemiptera
Liorhyssum,Rhopalidae,Hemiptera
Liorhyssus,Rhopalidae,Hemiptera
Niesthrea,Rhopalidae,Hemiptera
Rhopalus,Rhopalidae,Hemiptera
Exptochiomera,Rhyparochromidae,Hemiptera
Neolethaeus,Rhyparochromidae,Hemiptera
Euricania,Ricaniidae,Hemiptera
Ricania,Ricaniidae,Hemiptera
Lemonias,Riodinidae,Lepidoptera
Panara,Riodinidae,Lepidoptera
Audre,Riodinidae,Lepidoptera
Riodinidae,Riodinidae,Lepidoptera
Apodemia,Riodinidae,Lepidoptera
Aricoris,Riodinidae,Lepidoptera
Emesis,Riodinidae,Lepidoptera
Myodites,Ripiphoridae,Coleoptera
Rhipiphorus,Ripiphoridae,Coleoptera
Saldula,Saldidae,Hemiptera
Salpingidae,Salpingidae,Coleoptera
Sapyga,Sapygidae,Hymenoptera
Amobia,Sarcophagidae,Diptera
Balaesoxipha,Sarcophagidae,Diptera
Blaesoxipha,Sarcophagidae,Diptera
Boettcheria,Sarcophagidae,Diptera
Brachicoma,Sarcophagidae,Diptera
Brachycoma,Sarcophagidae,Diptera
Chrysagria,Sarcophagidae,Diptera
Galapagomya,Sarcophagidae,Diptera
Helicobia,Sarcophagidae,Diptera
Heteronychia,Sarcophagidae,Diptera
