Network,PFamily,Plant,PolOrder,PolFamily,Pollinator,Int
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Dasytidae,Psilothrix,1
BAT1CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Vespidae,Polistes gallicum,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Oedemeridae,Oedemera flavipes,2
BAT1CA,Timeleacea,Thymelaea hirusta,Diptera,Bibionidae,Bibionidae,1
SEL2OP,Rutaceae,Ruta chalepensis,Coleoptera,Mordelidae,Mordellistena pumila,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Cerambycidae,Stenopterus rufus,1
SEL2OP,Rutaceae,Ruta chalepensis,Hymenoptera,Andrenidae,Andrena,1
SEL2OP,Rutaceae,Ruta chalepensis,Hymenoptera,Braconidae,Braconidae,1
BAT1CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Megachilidae,Anthidium sticticum,1
SEL2OP,Umbelifera,Daucus carota carota,Hymenoptera,Scolidae,Scolia,1
BAT1CA,Timeleacea,Thymelaea hirusta,Diptera,Milichidae,Milichidae,1
SEL2OP,Clusiaceae,Hypericum perfolatum,Hymenoptera,Megachilidae,Anthidium,1
SEL2OP,Papilionacea,Psoralea bituminosa,Diptera,Asiridae,Lassiopogon,1
SEL2OP,Papilionacea,Psoralea bituminosa,Hymenoptera,Andrenidae,Andrena,1
BAT1CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Vespidae,Polistes gallicum,1
BAT1CA,Timeleacea,Thymelaea hirusta,Diptera,Bibionidae,Bibionidae,1
SEL2OP,Rutaceae,Ruta chalepensis,Hymenoptera,Halictidae,Halictus gemmeus,1
SEL2OP,Umbelifera,Daucus carota carota,Hymenoptera,Halictidae,Lasioglossum,1
BAT1CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Andrenidae,Andrena,1
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Apoidea,Apis melifera,4
SEL2OP,Papilionacea,Psoralea bituminosa,Coleoptera,Maloidea,Myrabilis quadripunctata,1
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Vespidae,Polistes gallicum,1
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Apoidea,Bombus terrestris,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Mordelidae,Mordella bipunctata,3
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Cleridae,Trichodes apiarius,1
SEL2OP,Rutaceae,Ruta chalepensis,Coleoptera,Mordelidae,Mordellistena pumila,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Oedemeridae,Oedemera barbara,2
SEL2OP,Papilionacea,Psoralea bituminosa,Hymenoptera,Megachilidae,Megaquile,1
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Halictidae,Lasioglossum,1
BAT2CA,Timeleacea,Thymelaea hirusta,Diptera,Bibionidae,Bibionidae,2
SEL2OP,Papilionacea,Psoralea bituminosa,Coleoptera,Maloidea,Myrabilis quadripunctata,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Mordelidae,Mordella bipunctata,2
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Megachilidae,Megaquile,1
BAT2CA,Timeleacea,Thymelaea hirusta,Diptera,Bibionidae,Bibionidae,1
SEL2OP,Umbelifera,Eryngium campestre,Coleoptera,Oedemeridae,Oedemera flavipes,2
BAT2CA,Timeleacea,Thymelaea hirusta,Hymenoptera,Vespidae,Polistes gallicum,1
SEL2OP,Papilionacea,Psoralea bituminosa,Hymenoptera,Megachilidae,Anthidium,1
BAT2CA,Timeleacea,Thymelaea hirusta,Coleoptera,Scarabaeidae,Oxythyrea funesta,1
SEL2OP,Umbelifera,Eryngium campestre,Lepidoptera,Nymphalidae,Vanesa atlantica,1
SEL2OP,Umbelifera,Daucus carota carota,Coleoptera,Mordelidae,Mordellistena pumila,2
BAT2CA,Timeleacea,Thymelaea hirusta,Diptera,Bibionidae,Bibionidae,2
BAT2CA,Timeleacea,Thymelaea hirusta,Coleoptera,Coleoptera3,Coleoptera,1
