Network,Date,Time start,Species,plant,Apis.mellifera,Bombus.,Colletidae.Halictidae,Vespula,Syrphidae,Diptera,Diptera,Coleoptera,Lepidoptera,Hymenoptera,Myridae
AitP,26/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,0,0,0,0,1,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,HEBE,Hebe,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,1100,HEBE,Hebe,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,1
AitP,9/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,1,0,0,0,0,0,1,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,1,0,0,0,0,0,0,0,0,1,0
AitP,12/02/16,900,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,0,0,0,0,0,0,1,0,0,1
AitP,12/02/16,1100,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,0,0,0,0,0,1,0,1,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,2,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,1,0
AitP,13/02/16,1300,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,1,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,1,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,1,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,2,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,2,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,1,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,1,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,1,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,HEBE,Hebe,1,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,HEBE,Hebe,0,0,2,0,0,0,0,0,0,0,0
AitP,9/02/16,900,HEBE,Hebe,0,1,1,0,0,1,0,0,0,0,0
AitP,9/02/16,900,HEBE,Hebe,1,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,1,0,2,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,1,2,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,1,0,2,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,1,0,0,0,0,0,0,0,2,0
AitP,13/02/16,1300,HEBE,Hebe,0,1,1,0,0,0,0,1,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,1,2,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,1,1,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,0,1,0,0,1,0,1,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,2,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,2,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,2,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,HEBE,Hebe,1,0,3,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,4,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,1,1,2,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,1,0,3,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,2,2,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,3,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,1,2,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,2,3,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,1,0,3,0,0,1,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,1,4,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,2,1,2,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,2,0,3,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,2,1,2,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,3,1,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,HEBE,Hebe,0,0,5,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,1,5,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,0,1,5,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,1,1,4,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,0,1,5,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,1,1,3,0,0,0,0,0,0,1,0
AitP,26/02/16,1100,HEBE,Hebe,2,2,2,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,5,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,3,1,2,0,0,0,0,0,0,0,0
AitP,9/02/16,900,HEBE,Hebe,0,5,2,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,3,3,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,2,2,3,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,0,3,3,0,0,0,0,0,0,2,0
AitP,26/02/16,1300,HEBE,Hebe,4,3,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,0,3,0,0,0,0,0,1,5,0
AitP,13/02/16,900,HEBE,Hebe,0,4,5,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HEBE,Hebe,5,3,1,0,0,0,0,0,0,0,0
AitP,30/01/16,900,HEBE,Hebe,0,1,2,0,0,0,0,0,0,6,0
AitP,30/01/16,1500,HEBE,Hebe,2,2,6,0,0,0,0,1,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,1,4,4,0,0,0,0,0,0,5,0
AitP,12/02/16,1300,HEBE,Hebe,2,7,5,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,HEBE,Hebe,1,5,5,0,0,0,0,1,0,2,0
AitP,13/02/16,1300,HEBE,Hebe,0,4,4,0,0,0,0,0,0,6,0
AitP,13/02/16,1500,HEBE,Hebe,0,5,4,0,0,0,0,0,0,8,0
AitP,12/02/16,1100,HEBE,Hebe,0,4,4,0,0,0,0,0,0,10,0
AitP,13/02/16,1100,HEBE,Hebe,1,8,5,0,0,0,0,0,0,5,0
AitP,9/02/16,1100,HEBE,Hebe,1,7,3,0,0,0,0,0,0,10,0
AitP,26/02/16,1100,HOHpop,Hoheria populnea,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,HOHpop,Hoheria populnea,0,0,0,0,0,0,1,0,0,0,0
AitP,26/02/16,1300,HOHpop,Hoheria populnea,1,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HOHpop,Hoheria populnea,2,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1500,HOHpop,Hoheria populnea,2,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,1300,KUNrob,Kunzea robusta,0,0,1,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,1,0,0,0,0,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,0,0,0,0,1,0,0,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,0,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,1,0,0,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,900,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,20/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,20/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,20/01/16,1300,KUNrob,Kunzea robusta,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,20/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,0,0,0
AitP,20/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,1
AitP,30/01/16,1100,KUNrob,Kunzea robusta,0,0,0,0,0,0,1,0,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,1,1,0,0,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,0,0,2,0,0,0,0,0,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,1,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1100,KUNrob,Kunzea robusta,0,1,1,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,2
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,1,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,1,0,0,0,0,1
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,0,0,0,2
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,14/01/16,1500,KUNrob,Kunzea robusta,0,2,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,1,1,0,0
AitP,20/01/16,900,KUNrob,Kunzea robusta,0,0,1,0,0,0,0,0,0,0,1
AitP,20/01/16,1100,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,1,0,0,0
AitP,20/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,3,0,0,0
AitP,4/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,3,0,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,3,0,0,0
AitP,7/01/16,900,KUNrob,Kunzea robusta,1,0,2,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,1
AitP,7/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,3,0,0,0
AitP,7/01/16,1500,KUNrob,Kunzea robusta,0,0,1,0,0,2,0,0,0,0,0
AitP,14/01/16,900,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,2,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,1,1,1,0,0,0,0,0,0,0,0
AitP,20/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,3,0,0,0
AitP,20/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,2,0,0,1
AitP,20/01/16,1500,KUNrob,Kunzea robusta,0,1,0,0,0,0,0,1,0,0,1
AitP,4/01/16,1300,KUNrob,Kunzea robusta,0,0,1,0,0,0,0,3,0,0,0
AitP,14/01/16,1300,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,4,0,0,0
AitP,20/01/16,1500,KUNrob,Kunzea robusta,0,0,0,0,0,0,3,0,1,0,0
AitP,4/01/16,1500,KUNrob,Kunzea robusta,0,1,0,0,0,0,3,0,0,0,1
AitP,7/01/16,900,KUNrob,Kunzea robusta,0,0,0,0,0,0,1,2,0,0,3
AitP,20/01/16,1100,KUNrob,Kunzea robusta,0,0,0,0,0,0,0,5,0,5,3
AitP,4/01/16,900,LEPsco,Leptospermum scoparium,0,0,0,1,0,0,0,0,0,0,0
AitP,4/01/16,1300,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,0,0,0,1
AitP,4/01/16,1500,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,1,0,0,0,0
AitP,4/01/16,1500,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,0,0,0,1
AitP,7/01/16,900,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1300,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1300,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,1,0,0,0
AitP,7/01/16,1500,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,1,0,0,0
AitP,4/01/16,900,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,2,0,0,0
AitP,4/01/16,1300,LEPsco,Leptospermum scoparium,0,0,0,0,0,0,0,2,0,0,0
AitP,4/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1500,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1300,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,7/01/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,LEYfor,Leycesteria formosa,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1300,LEYfor,Leycesteria formosa,2,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,LEYfor,Leycesteria formosa,0,1,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1100,LEYfor,Leycesteria formosa,0,2,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,LEYfor,Leycesteria formosa,0,3,0,0,0,0,0,0,0,0,0
AitP,7/01/16,900,MELram,Melicytus ramiflorus,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1100,MELram,Melicytus ramiflorus,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1300,MELram,Melicytus ramiflorus,0,0,0,1,0,0,0,0,0,0,0
AitP,7/01/16,1500,MELram,Melicytus ramiflorus,0,0,0,1,0,0,0,0,0,0,0
AitP,9/02/16,900,MELram,Melicytus ramiflorus,0,0,0,0,1,0,0,0,0,0,0
AitP,9/02/16,900,MELram,Melicytus ramiflorus,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,900,MELram,Melicytus ramiflorus,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1500,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,1,0
AitP,13/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1300,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,MELram,Melicytus ramiflorus,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,1500,MELram,Melicytus ramiflorus,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,1,0
AitP,26/02/16,900,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,900,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,900,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1100,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,0,0,0,1
AitP,26/02/16,1300,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1500,MELram,Melicytus ramiflorus,0,0,0,0,0,0,0,1,0,0,0
